Customer_ID,Gender,Age,Children,Contract_Type,Payment_Method,Account_Length_(in_months),Account_Length_(in years),Mins,Extra_International_Charges,Monthly_Charge,Customer_Service_Calls,Avg_Monthly_GB_Download,Unlimited_Data_Plan,Phone_Number,Device_Protection_&_Online_Backup,Virtual_Assistant,Churn_Reason,Churn_Label
6987-FGPN,Male,41.0,838.0,Month-to-Month,Direct Debit,,3.75,669.5,0.0,39.0,1.0,9.0,Yes,332-5644,No,,,No
9370-UKHS,Female,77.0,746.0,Month-to-Month,Credit Card,1.0,,15.0,0.0,30.0,3.0,5.0,Yes,363-3571,No,,Competitor had better devices,Yes
9532-MDAK,Male,35.0,373.0,Month-to-Month,Direct Debit,,2.5833333333333335,344.6,0.0,39.0,0.0,4.0,No,400-9770,Yes,,,NO
8265-UXNA,Male,41.0,213.0,Month-to-Month,Direct Debit,18.0,,196.4,31.7,45.0,1.0,8.0,Yes,270-4595,No,,,No
8910-ACYH,Male,27.0,261.0,Month-to-Month,Direct Debit,,3.0833333333333335,404.9,0.0,17.0,0.0,7.0,Yes,322-9003,No,,,NO
6646-DYMO,Female,71.0,382.0,Month-to-Month,Direct Debit,,0.16666666666666666,14.0,0.0,38.0,1.0,12.0,NO,397-7189,No,,Extra data charges,Yes
9153-ZFIC,Female,74.0,943.0,Two Year,Direct Debit,,5.416666666666667,847.6,335.8,58.0,0.0,5.0,Yes,339-3636,Yes,,,No
4427-AEZJ,Male,63.0,294.0,One Year,Credit Card,37.0,,147.3,0.0,35.0,0.0,9.0,Yes,328-10626,Yes,,,No
9139-QWZZ,Male,43.0,539.0,Month-to-Month,Credit Card,1.0,,8.0,3.7,13.0,1.0,0.0,NO,328-4120,No,,,No
6572-XQEP,Male,42.0,232.0,Month-to-Month,Credit Card,,3.0833333333333335,224.0,0.0,25.0,0.0,5.0,Yes,301-10152,No,,,NO
5346-BDUD,Male,21.0,666.0,Two Year,Credit Card,,5.833333333333333,984.9,262.5,36.0,0.0,14.0,Yes,406-8665,Yes,,,NO
9712-UUEV,Male,36.0,793.0,Two Year,Credit Card,,5.166666666666667,370.8,0.0,7.0,0.0,0.0,No,408-6496,No,,,NO
1653-DTWM,Male,72.0,347.0,Month-to-Month,Direct Debit,,0.6666666666666666,121.0,57.8,42.0,2.0,5.0,YES,388-6479,No,,Network reliability,YES
5684-GYOW,Male,38.0,226.0,Month-to-Month,Direct Debit,11.0,,154.2,0.0,35.0,1.0,15.0,YES,403-2673,No,,Competitor made better offer,Yes
1492-BBJJ,Male,30.0,252.0,Two Year,Credit Card,,2.0833333333333335,321.5,0.0,10.0,0.0,0.0,No,290-9796,No,,,No
7719-ILKR,Male,35.0,653.0,Month-to-Month,Credit Card,,0.4166666666666667,54.1,0.0,47.0,1.0,5.0,NO,357-8881,No,,,No
3220-NURQ,Male,84.0,594.0,One Year,Direct Debit,,1.75,314.3,52.1,13.0,2.0,0.0,No,401-3902,No,,,Yes
0328-GAGF,Female,43.0,454.0,Month-to-Month,Direct Debit,,1.0,97.1,0.0,11.0,0.0,0.0,No,275-9918,No,,,NO
4891-MHUQ,Female,29.0,792.0,Month-to-Month,Direct Debit,,0.08333333333333333,15.0,0.0,20.0,0.0,15.0,Yes,315-9804,No,,Lack of self-service on Website,Yes
4949-ZDSK,Male,53.0,481.0,Two Year,Direct Debit,72.0,,288.4,0.0,31.0,0.0,4.0,Yes,331-7364,Yes,,,No
3033-TMYG,Male,24.0,399.0,Month-to-Month,Direct Debit,,0.08333333333333333,15.0,0.0,20.0,5.0,17.0,Yes,378-9926,Yes,,Competitor offered higher download speeds,Yes
2330-SQWN,Male,48.0,605.0,Month-to-Month,Paper Check,1.0,,5.0,0.0,31.0,5.0,6.0,Yes,331-3006,No,,Competitor made better offer,Yes
7292-PDJJ,Male,38.0,502.0,Month-to-Month,Credit Card,,0.08333333333333333,14.0,4.7,10.0,0.0,0.0,No,347-1870,No,,Long distance charges,Yes
9264-TMSP,Male,39.0,985.0,Two Year,Direct Debit,,5.833333333333333,626.5,0.0,26.0,0.0,5.0,Yes,316-5325,Yes,,,No
0543-LBNI,Female,35.0,880.0,Month-to-Month,Credit Card,,0.4166666666666667,75.4,8.7,26.0,3.0,7.0,Yes,337-2897,No,,Product dissatisfaction,YES
5679-JRKI,Male,68.0,845.0,Month-to-Month,Direct Debit,7.0,,80.5,43.4,45.0,3.0,1.0,Yes,371-5655,Yes,,Attitude of support person,Yes
1668-ICRC,Female,39.0,821.0,Two Year,Direct Debit,,5.833333333333333,1048.5,133.0,13.0,1.0,0.0,No,318-2395,No,,,No
3014-TYXQ,Male,43.0,405.0,Month-to-Month,Direct Debit,19.0,,173.0,0.0,22.0,0.0,5.0,Yes,321-4482,Yes,,,No
0182-NZEW,Male,67.0,830.0,Two Year,Direct Debit,,3.6666666666666665,660.3,0.0,35.0,0.0,9.0,Yes,338-8578,Yes,,,No
1231-RUXU,Male,45.0,367.0,Month-to-Month,Direct Debit,,1.3333333333333333,261.9,45.6,44.0,4.0,3.0,YES,409-5749,No,,Moved,YES
2148-QDPR,Male,65.0,874.0,Two Year,Credit Card,,5.833333333333333,700.8,0.0,42.0,0.0,8.0,Yes,348-2009,No,,,No
2205-MYBK,Male,29.0,993.0,Month-to-Month,Direct Debit,,5.416666666666667,582.1,0.0,61.0,3.0,18.0,Yes,364-9904,No,,Competitor made better offer,Yes
0640-LNBK,Male,76.0,456.0,One Year,Direct Debit,1.0,,7.0,0.0,29.0,0.0,4.0,YES,395-2854,No,,,No
4984-HIBD,Female,46.0,352.0,Two Year,Direct Debit,,5.333333333333333,644.1,0.0,7.0,0.0,0.0,No,374-4741,No,,,No
5624-XYGM,Female,40.0,636.0,Two Year,Direct Debit,,5.333333333333333,254.4,0.0,22.0,0.0,3.0,Yes,302-7102,No,,,No
1225-WYVV,Female,41.0,215.0,Month-to-Month,Paper Check,,0.08333333333333333,4.0,0.0,7.0,0.0,0.0,NO,414-7942,No,,Attitude of support person,Yes
5534-KBAI,Male,84.0,593.0,Two Year,Credit Card,,1.0833333333333333,53.8,0.0,37.0,0.0,2.0,Yes,374-2021,No,,,No
9622-WWNR,Male,77.0,204.0,Two Year,Direct Debit,,6.0,287.4,0.0,44.0,0.0,10.0,No,316-3851,Yes,,,No
1336-ZYEL,Female,32.0,512.0,Month-to-Month,Direct Debit,,0.4166666666666667,45.5,14.5,50.0,0.0,28.0,Yes,422-5264,No,,,No
5388-OITX,Male,67.0,541.0,One Year,Direct Debit,,4.166666666666667,749.0,0.0,28.0,0.0,3.0,YES,365-9079,No,,,No
3457-VQQM,Female,62.0,994.0,Month-to-Month,Credit Card,,1.8333333333333333,108.7,0.0,9.0,0.0,0.0,No,403-6187,No,,,NO
0349-EYGY,Female,21.0,863.0,One Year,Credit Card,26.0,,391.4,0.0,37.0,0.0,14.0,No,284-1995,Yes,,,No
2317-FMMI,Female,62.0,381.0,One Year,Direct Debit,28.0,,111.8,137.2,40.0,0.0,5.0,Yes,351-10420,No,,,NO
3546-MSIH,Female,78.0,236.0,One Year,Direct Debit,5.0,,74.1,0.0,44.0,0.0,1.0,Yes,388-8670,No,,,No
8426-HADI,Female,67.0,239.0,Month-to-Month,Direct Debit,,0.16666666666666666,25.2,0.0,30.0,0.0,13.0,YES,375-2975,No,,,No
2395-HVJG,Male,32.0,943.0,Month-to-Month,Credit Card,,0.3333333333333333,56.1,0.0,29.0,2.0,2.0,YES,308-3131,No,,,No
4770-DUCD,Female,83.0,232.0,One Year,Paper Check,,1.8333333333333333,132.9,71.9,35.0,0.0,9.0,Yes,339-2616,Yes,,,No
0454-FERN,Male,43.0,886.0,Month-to-Month,Credit Card,25.0,,201.7,0.0,42.0,2.0,1.0,Yes,401-5012,No,,Don't know,Yes
7055-OZDJ,Female,48.0,772.0,Month-to-Month,Direct Debit,63.0,,505.5,0.0,60.0,0.0,9.0,Yes,247-9684,Yes,,,NO
5055-JVSR,Female,25.0,241.0,Two Year,Credit Card,,1.75,193.2,0.0,43.0,0.0,36.0,No,328-6113,No,,,No
6946-GKZX,Male,21.0,792.0,Two Year,Direct Debit,73.0,,513.1,0.0,53.0,0.0,12.0,Yes,333-5192,No,,,No
5747-CIZP,Female,23.0,630.0,Two Year,Credit Card,,4.0,237.6,0.0,8.0,0.0,0.0,No,349-6964,No,,,No
4140-AKPB,Female,32.0,514.0,Month-to-Month,Direct Debit,14.0,,207.6,32.2,21.0,0.0,9.0,Yes,285-7159,No,,Competitor had better devices,Yes
8329-IUWI,Male,72.0,249.0,Month-to-Month,Direct Debit,,2.3333333333333335,367.6,0.0,13.0,2.0,5.0,NO,314-7762,No,,Product dissatisfaction,Yes
0287-FCQK,Female,62.0,585.0,Two Year,Credit Card,,4.75,798.9,0.0,36.0,0.0,4.0,Yes,398-7414,Yes,,,No
6991-ATME,Male,44.0,330.0,Month-to-Month,Credit Card,4.0,,71.5,0.0,10.0,0.0,0.0,No,405-1108,No,,,No
1177-FUHA,Male,62.0,209.0,Two Year,Direct Debit,,5.416666666666667,388.1,231.8,45.0,0.0,5.0,Yes,346-4919,Yes,,,No
6288-HOXF,Female,59.0,536.0,Month-to-Month,Direct Debit,,1.4166666666666667,244.5,0.0,35.0,0.0,13.0,Yes,344-5951,Yes,,,No
9405-FGGB,Female,65.0,831.0,Two Year,Credit Card,,2.75,433.6,0.0,8.0,1.0,0.0,No,406-8995,No,,,No
8553-SCAQ,Male,48.0,276.0,One Year,Credit Card,,4.583333333333333,875.5,0.0,8.0,0.0,0.0,No,378-9889,No,,,No
5879-DCQR,Male,48.0,259.0,Month-to-Month,Direct Debit,,3.75,500000.0,346.5,36.0,0.0,7.0,Yes,334-2048,Yes,,,No
5976-ELQZ,Female,32.0,947.0,Month-to-Month,Direct Debit,38.0,,225.7,193.8,38.0,1.0,3.0,Yes,397-6255,No,,,No
3681-KHKM,Male,29.0,753.0,Month-to-Month,Credit Card,17.0,,69.9,0.0,23.0,0.0,10.0,YES,382-6438,Yes,,,NO
4351-MMHO,Female,47.0,697.0,Two Year,Paper Check,,5.333333333333333,1027.4,131.2,40.0,1.0,6.0,Yes,409-3018,Yes,,,NO
1126-YMHU,Male,84.0,792.0,Two Year,Direct Debit,71.0,,353.5,0.0,20.0,0.0,7.0,Yes,305-9891,Yes,,,NO
5120-QTMS,Male,65.0,567.0,One Year,Paper Check,,1.8333333333333333,195.4,0.0,6.0,0.0,0.0,No,377-7276,No,,,No
8011-HJKN,Male,48.0,0.0,Month-to-Month,Paper Check,3.0,,41.0,0.0,30.0,0.0,5.0,YES,375-1746,No,,,No
9611-SQOP,Female,53.0,612.0,Month-to-Month,Credit Card,,0.08333333333333333,11.0,0.0,13.0,0.0,0.0,NO,360-5604,No,,,No
8624-QKEQ,Male,54.0,740.0,Month-to-Month,Paper Check,,2.0833333333333335,294.5,51.7,21.0,0.0,2.0,No,418-6651,No,,,NO
7174-QTEE,Female,50.0,595.0,One Year,CREDIT CARD,,2.6666666666666665,381.0,0.0,7.0,0.0,0.0,NO,362-4685,No,,,No
4891-TDDC,Male,63.0,358.0,Month-to-Month,Direct Debit,18.0,,70.1,0.0,48.0,0.0,6.0,No,316-6907,No,,Competitor made better offer,Yes
6834-BNFM,Male,27.0,516.0,One Year,Direct Debit,67.0,,732.9,207.7,44.0,0.0,28.0,Yes,323-4582,No,,,No
1855-MMRG,Male,36.0,592.0,Month-to-Month,Paper Check,,1.0,105.8,0.0,26.0,0.0,7.0,NO,329-6603,No,,,No
4643-IYVV,Male,41.0,250.0,Month-to-Month,Direct Debit,,1.5,293.7,0.0,9.0,1.0,0.0,No,387-1535,No,,,No
6145-MBHF,Female,28.0,517.0,One Year,Credit Card,20.0,,141.1,0.0,9.0,0.0,0.0,No,353-7289,No,,,No
6197-CWOB,Male,75.0,800.0,Month-to-Month,Direct Debit,55.0,,493.1,0.0,57.0,0.0,2.0,Yes,316-7955,Yes,,,NO
3710-CKXY,Male,47.0,725.0,Two Year,Credit Card,37.0,,408.0,0.0,10.0,0.0,0.0,No,350-2384,No,,,No
2969-KAWC,Male,28.0,459.0,Month-to-Month,Direct Debit,,2.1666666666666665,205.7,62.9,65.0,0.0,38.0,Yes,368-7392,Yes,,,No
3206-IEJD,Female,47.0,340.0,Two Year,Direct Debit,72.0,,432.4,0.0,31.0,0.0,10.0,Yes,345-5797,Yes,,,NO
6049-NPFD,Female,59.0,803.0,Two Year,Direct Debit,,5.833333333333333,489.7,402.5,51.0,0.0,10.0,Yes,347-9738,Yes,,,No
4727-JGGF,Male,61.0,424.0,Month-to-Month,Direct Debit,,2.4166666666666665,470.0,110.2,43.0,0.0,6.0,No,325-5095,No,,,No
4972-EBSC,Male,62.0,222.0,Month-to-Month,Paper Check,1.0,,5.0,2.8,40.0,4.0,6.0,No,383-4469,Yes,,Moved,Yes
6291-RVVM,Male,55.0,233.0,Month-to-Month,Direct Debit,,0.08333333333333333,4.0,9.2,46.0,1.0,14.0,Yes,330-5255,No,,Competitor offered higher download speeds,Yes
4496-PIDL,Female,37.0,771.0,Month-to-Month,Direct Debit,,0.16666666666666666,21.5,5.5,12.0,0.0,0.0,No,329-3797,No,,,No
8590-NVOC,Female,48.0,934.0,Month-to-Month,Direct Debit,,0.08333333333333333,4.0,0.0,23.0,1.0,11.0,Yes,362-3108,No,,Lack of affordable download/upload speed,Yes
2203-MPAQ,Male,20.0,560.0,Month-to-Month,Paper Check,,2.6666666666666665,475.7,0.0,10.0,0.0,0.0,No,398-8745,No,,,No
8187-ZGRX,Female,59.0,534.0,One Year,Direct Debit,42.0,,377.8,0.0,27.0,0.0,2.0,YES,389-7012,No,,,No
6289-MEER,Male,80.0,508.0,Two Year,Direct Debit,31.0,,251.0,0.0,44.0,0.0,12.0,No,340-4972,No,,,No
9598-JNLE,Male,37.0,621.0,Two Year,Direct Debit,32.0,,508.8,0.0,14.0,0.0,0.0,No,243-3343,No,,,No
2794-DAED,Female,49.0,923.0,Month-to-Month,Direct Debit,,1.4166666666666667,273.0,0.0,47.0,0.0,3.0,Yes,403-8916,No,,,No
9363-WQLZ,Female,32.0,534.0,Month-to-Month,DIRECT DEBIT,64.0,,255.9,0.0,52.0,0.0,5.0,Yes,329-3753,Yes,,,No
3506-VZGX,Female,29.0,521.0,Two Year,Credit Card,,4.5,217.5,0.0,39.0,0.0,25.0,Yes,357-7064,Yes,,,No
4733-UCVN,Male,57.0,572.0,Month-to-Month,Direct Debit,,2.1666666666666665,105.1,0.0,32.0,0.0,7.0,Yes,352-8884,No,,,No
1868-GJWK,Male,62.0,911.0,Two Year,Direct Debit,71.0,,499.5,0.0,40.0,0.0,15.0,Yes,334-4506,Yes,,,No
4444-BZPU,Female,35.0,594.0,Month-to-Month,Direct Debit,,0.08333333333333333,8.0,0.0,10.0,0.0,3.0,Yes,382-4657,No,,,NO
7928-UYUZ,Female,46.0,200.0,Two Year,Direct Debit,10.0,,40.0,0.0,25.0,0.0,5.0,Yes,345-1998,Yes,,,No
0444-WAAR,Female,38.0,708.0,Two Year,Credit Card,,4.083333333333333,291.1,0.0,39.0,0.0,2.0,Yes,369-7630,Yes,,,No
6144-SNIQ,Male,80.0,369.0,Two Year,Direct Debit,,6.0,1158.8,153.0,63.0,0.0,3.0,No,366-8036,Yes,,,No
8273-MSZT,Male,26.0,234.0,Month-to-Month,Direct Debit,,0.08333333333333333,16.0,0.0,27.0,0.0,10.0,Yes,341-1594,Yes,,,No
3295-FXDC,Female,22.0,796.0,Two Year,Credit Card,57.0,,680.2,0.0,9.0,0.0,0.0,No,319-8259,No,,,No
4511-PTMJ,Female,34.0,518.0,Two Year,Credit Card,,1.25,123.1,0.0,10.0,0.0,0.0,No,399-5763,No,,,No
5332-YVYQ,Male,63.0,594.0,One Year,Credit Card,,4.75,682.9,0.0,17.0,1.0,4.0,Yes,254-1023,Yes,,,NO
9730-QYAI,Male,54.0,540.0,Two Year,Credit Card,,5.333333333333333,1028.2,0.0,10.0,0.0,0.0,No,380-2906,No,,,No
7289-BUQV,Female,63.0,816.0,Month-to-Month,Credit Card,4.0,,39.9,124.1,43.0,5.0,5.0,YES,417-5813,Yes,,Competitor had better devices,Yes
7156-CJTM,Female,67.0,652.0,Two Year,Direct Debit,59.0,,236.8,135.7,32.0,0.0,10.0,No,403-1128,No,,,No
2661-MZJA,Male,55.0,960.0,One Year,Credit Card,57.0,,573.6,0.0,27.0,0.0,7.0,Yes,374-4195,No,,,No
3077-TARR,Female,55.0,843.0,Two Year,Direct Debit,64.0,,892.1,256.0,44.0,0.0,1.0,YES,372-8883,Yes,,,No
8907-UPKV,Male,63.0,907.0,Two Year,Direct Debit,47.0,,375.0,0.0,60.0,0.0,1.0,YES,336-9390,Yes,,,No
5637-EXFL,Female,54.0,393.0,Two Year,Credit Card,65.0,,259.1,0.0,55.0,0.0,3.0,Yes,419-9097,No,,,No
4262-CYFW,Female,77.0,714.0,Month-to-Month,Credit Card,28.0,,335.4,46.2,53.0,0.0,4.0,Yes,368-2467,Yes,,Don't know,Yes
4681-MTBB,Male,35.0,203.0,Month-to-Month,Direct Debit,,0.6666666666666666,66.5,19.6,18.0,2.0,3.0,No,334-5337,No,,Competitor offered more data,Yes
0382-BYDZ,Male,53.0,870.0,One Year,Credit Card,,3.1666666666666665,345.7,0.0,17.0,2.0,4.0,No,384-7873,No,,,No
6394-JNBU,Female,25.0,643.0,Two Year,Credit Card,64.0,,967.2,0.0,30.0,0.0,20.0,No,346-7730,Yes,,,NO
9096-ZWMC,Female,73.0,912.0,Two Year,Direct Debit,,3.75,270.7,0.0,53.0,0.0,8.0,Yes,351-7713,No,,,No
3823-OYMR,Male,69.0,979.0,Month-to-Month,Direct Debit,9.0,,64.0,0.0,60.0,0.0,5.0,YES,418-9036,Yes,,Competitor had better devices,YES
5022-OPOK,Female,74.0,545.0,Two Year,Credit Card,,5.833333333333333,910.6,0.0,49.0,0.0,4.0,No,352-7413,Yes,,,No
1716-QOYE,Female,60.0,293.0,Two Year,Paper Check,63.0,,1003.7,0.0,41.0,0.0,14.0,Yes,417-6774,Yes,,,NO
5687-PDUC,Male,64.0,618.0,One Year,Direct Debit,,4.75,458.9,173.9,38.0,0.0,2.0,Yes,364-9567,Yes,,,No
9292-BEQN,Male,49.0,905.0,One Year,Direct Debit,,4.916666666666667,831.9,0.0,24.0,1.0,3.0,Yes,298-8190,Yes,,,No
1617-SRGC,Female,48.0,445.0,One Year,Credit Card,,1.5833333333333333,170.5,0.0,10.0,1.0,0.0,No,395-2626,No,,,No
2543-ACBK,Male,82.0,367.0,One Year,Credit Card,,5.166666666666667,374.9,0.0,45.0,0.0,3.0,Yes,368-6182,Yes,,,NO
7522-HONA,Male,50.0,669.0,Month-to-Month,Direct Debit,,0.6666666666666666,45.0,0.0,34.0,5.0,1.0,Yes,297-9252,No,,Attitude of service provider,Yes
2320-CTQR,Female,25.0,625.0,Two Year,Direct Debit,,5.0,846.9,0.0,53.0,0.0,13.0,No,393-5574,Yes,,,No
0652-DTAQ,Male,58.0,551.0,Month-to-Month,Direct Debit,,0.9166666666666666,101.8,0.0,28.0,2.0,3.0,YES,310-5493,Yes,,Competitor made better offer,Yes
8314-DVLG,Male,41.0,760.0,Month-to-Month,Direct Debit,,3.6666666666666665,702.2,0.0,41.0,0.0,4.0,Yes,270-5775,No,,,NO
4822-WIJZ,Female,36.0,778.0,Two Year,Direct Debit,,4.75,229.4,0.0,34.0,1.0,5.0,Yes,367-1681,Yes,,,NO
2949-PSKF,Male,22.0,275.0,Month-to-Month,Direct Debit,,0.16666666666666666,12.8,0.0,44.0,0.0,28.0,Yes,319-8413,No,,,No
2812-THVW,Female,28.0,414.0,Two Year,Direct Debit,64.0,,257.6,172.8,21.0,2.0,12.0,Yes,313-9518,Yes,,,No
0160-DASG,Male,23.0,995.0,One Year,Direct Debit,,3.8333333333333335,639.8,0.0,47.0,0.0,10.0,YES,373-5928,Yes,,,No
8798-DRQY,Female,55.0,890.0,One Year,Direct Debit,68.0,,747.8,178.5,38.0,0.0,10.0,Yes,332-2889,Yes,,,No
9925-BAHT,Female,62.0,437.0,Two Year,Direct Debit,71.0,,643.1,0.0,78.0,3.0,7.0,Yes,388-6026,Yes,,,No
3517-JBTY,Female,46.0,462.0,Month-to-Month,Paper Check,,1.5833333333333333,246.0,0.0,6.0,1.0,0.0,No,375-5414,No,,,No
8111-MEMX,Male,47.0,268.0,Month-to-Month,Direct Debit,,5.416666666666667,653.5,0.0,48.0,1.0,3.0,Yes,302-8834,Yes,,,No
5683-NKWP,Female,25.0,401.0,Two Year,Credit Card,71.0,,353.2,0.0,64.0,0.0,25.0,Yes,283-10096,Yes,,,No
4300-HGBP,Male,60.0,308.0,Month-to-Month,Direct Debit,6.0,,97.1,0.0,7.0,0.0,0.0,No,358-9863,No,,,No
7849-UBSH,Male,67.0,686.0,Month-to-Month,Direct Debit,23.0,,326.9,0.0,50.0,4.0,6.0,Yes,330-4267,Yes,,Competitor offered higher download speeds,Yes
9362-KCLM,Female,27.0,825.0,Month-to-Month,Direct Debit,,0.08333333333333333,7.0,0.0,22.0,2.0,26.0,No,333-9511,No,,,No
9105-SWRZ,Male,55.0,721.0,One Year,Credit Card,,3.75,358.8,0.0,75.0,0.0,2.0,YES,373-9929,Yes,,,No
5612-WJKW,Female,28.0,214.0,Month-to-Month,Credit Card,6.0,,83.7,0.0,16.0,0.0,21.0,Yes,360-6024,No,,,No
5891-PPJN,Female,32.0,942.0,Two Year,DIRECT DEBIT,,6.083333333333333,1090.5,0.0,66.0,0.0,3.0,NO,372-8743,Yes,,,No
4481-HRDH,Male,51.0,640.0,Month-to-Month,Direct Debit,,3.5,589.4,0.0,65.0,0.0,3.0,Yes,322-8349,No,,,No
4068-RORF,Female,62.0,818.0,Two Year,Direct Debit,,4.166666666666667,799.9,0.0,33.0,0.0,3.0,Yes,321-3779,Yes,,,No
4261-NBER,Female,62.0,331.0,Month-to-Month,Credit Card,,0.8333333333333334,123.9,0.0,28.0,0.0,7.0,YES,323-8508,No,,,No
6917-KZIZ,Male,67.0,531.0,One Year,Credit Card,,6.0,716.2,0.0,18.0,0.0,3.0,Yes,339-4920,Yes,,,NO
1515-ZRSN,Female,21.0,551.0,Two Year,Paper Check,63.0,,627.5,56.7,34.0,2.0,38.0,No,400-5984,No,,,No
4958-GKHI,Male,77.0,545.0,Two Year,Credit Card,,0.3333333333333333,16.3,0.0,18.0,0.0,2.0,Yes,405-5403,No,,,No
0951-NZAM,Female,46.0,737.0,Month-to-Month,Paper Check,,0.08333333333333333,7.0,205.2,26.0,0.0,5.0,Yes,340-3409,No,,Competitor had better devices,Yes
9601-QTZN,Male,33.0,647.0,Month-to-Month,Direct Debit,,4.25,763.4,0.0,44.0,0.0,0.0,Yes,354-5764,Yes,,,No
1269-LPAJ,Female,29.0,489.0,Month-to-Month,Direct Debit,,0.08333333333333333,15.0,0.0,6.0,0.0,0.0,No,386-7554,No,,,NO
4640-NWXT,Female,60.0,697.0,Month-to-Month,Direct Debit,,0.6666666666666666,100.2,0.0,7.0,0.0,0.0,No,302-7818,No,,,NO
5519-GGFL,Male,51.0,357.0,Month-to-Month,Paper Check,7.0,,52.1,0.0,13.0,0.0,0.0,No,241-3266,No,,Competitor made better offer,Yes
6195-GOIR,Male,45.0,614.0,Two Year,Credit Card,,4.166666666666667,297.4,0.0,11.0,0.0,0.0,No,393-2373,No,,,No
9579-UNHI,Male,43.0,869.0,Month-to-Month,Direct Debit,,0.16666666666666666,26.6,11.6,34.0,0.0,12.0,Yes,386-3823,No,,,No
0366-LFNX,Male,40.0,948.0,Month-to-Month,Credit Card,,0.25,27.3,6.8,24.0,0.0,2.0,Yes,417-7888,No,,,No
1962-YKMW,Male,27.0,201.0,Month-to-Month,Credit Card,6.0,,83.8,31.5,16.0,3.0,20.0,Yes,304-3291,Yes,,Competitor had better devices,Yes
9660-TURB,Female,67.0,930.0,Month-to-Month,Direct Debit,3.0,,20.1,0.0,28.0,4.0,8.0,Yes,324-3544,No,,Competitor made better offer,Yes
0615-AKGT,Female,67.0,389.0,Month-to-Month,Credit Card,1.0,,11.0,5.6,20.0,1.0,1.0,YES,338-7565,No,,Product dissatisfaction,Yes
5858-GSUF,Female,28.0,437.0,Month-to-Month,Direct Debit,,0.75,75.7,0.0,26.0,0.0,18.0,Yes,369-1235,No,,,No
2507-XUKK,Male,65.0,539.0,Month-to-Month,Direct Debit,,4.916666666666667,824.5,368.8,54.0,2.0,3.0,Yes,332-1321,Yes,,Competitor had better devices,Yes
0255-YERV,Male,38.0,541.0,Month-to-Month,Direct Debit,,4.666666666666667,893.7,0.0,39.0,0.0,7.0,YES,371-7287,Yes,,,NO
1293-MPGR,Male,26.0,776.0,One Year,Credit Card,57.0,,803.4,316.4,51.0,0.0,37.0,Yes,366-3358,Yes,,,No
7537-KYUQ,Male,34.0,216.0,Two Year,Direct Debit,55.0,,718.9,0.0,69.0,1.0,15.0,Yes,348-8464,Yes,,,No
1794-BFUL,Female,23.0,448.0,Month-to-Month,Direct Debit,51.0,,565.7,0.0,25.0,0.0,8.0,Yes,403-1953,No,,,NO
2954-ALWX,Male,22.0,827.0,Month-to-Month,Credit Card,,0.25,19.7,0.0,27.0,0.0,35.0,Yes,417-4266,Yes,,,NO
3436-SNPV,Male,20.0,596.0,Month-to-Month,Direct Debit,,1.25,190.0,0.0,39.0,2.0,7.0,Yes,382-2026,Yes,,,No
8655-RRML,Female,54.0,598.0,One Year,CREDIT CARD,,2.25,371.1,0.0,12.0,0.0,0.0,No,340-9449,No,,,No
9605-SFEV,Female,49.0,831.0,Two Year,Direct Debit,,6.0,359.3,0.0,33.0,0.0,11.0,Yes,265-10112,Yes,,,No
1815-HEQP,Female,36.0,452.0,Two Year,Credit Card,37.0,,406.8,214.6,11.0,0.0,0.0,No,373-3355,No,,,No
2071-YEIR,Male,40.0,502.0,Month-to-Month,Direct Debit,,1.5833333333333333,264.3,0.0,7.0,0.0,0.0,No,305-2162,No,,,No
7489-ZSEV,Male,72.0,890.0,Two Year,CREDIT CARD,,5.833333333333333,913.0,0.0,34.0,2.0,5.0,Yes,414-6541,Yes,,,No
0114-WIND,Male,65.0,413.0,One Year,Direct Debit,36.0,,144.9,126.0,35.0,0.0,10.0,Yes,378-7872,No,,,No
7680-RLRV,Male,57.0,951.0,Month-to-Month,Direct Debit,,3.3333333333333335,476.2,0.0,47.0,0.0,9.0,Yes,409-3428,No,,,No
9775-QPRK,Male,66.0,983.0,One Year,Direct Debit,,2.75,368.3,0.0,24.0,0.0,15.0,Yes,411-1045,No,,,No
4608-ZHQJ,Male,25.0,879.0,Month-to-Month,Credit Card,,0.8333333333333334,104.8,0.0,44.0,0.0,43.0,Yes,337-3740,No,,,No
9465-KYXE,Male,36.0,664.0,Two Year,Credit Card,69.0,,966.2,0.0,40.0,1.0,12.0,Yes,353-1954,Yes,,,No
1712-COVA,Female,27.0,231.0,One Year,Credit Card,,0.8333333333333334,143.9,0.0,7.0,0.0,0.0,No,323-9589,No,,,No
7760-WVHJ,Male,26.0,301.0,One Year,Credit Card,,3.0,180.8,0.0,41.0,0.0,20.0,Yes,382-6135,No,,,NO
4529-SZSD,Male,54.0,881.0,Month-to-Month,Paper Check,,0.08333333333333333,13.0,0.0,16.0,0.0,1.0,Yes,362-3660,No,,,No
2024-JUFQ,Male,25.0,697.0,Two Year,Credit Card,72.0,,286.1,174.6,44.0,0.0,15.0,Yes,365-7784,No,,,No
1035-JHQF,Female,28.0,357.0,Month-to-Month,Direct Debit,11.0,,108.5,70.4,35.0,5.0,15.0,Yes,379-4662,Yes,,Competitor had better devices,YES
5285-JMXH,Male,57.0,267.0,Two Year,Credit Card,,4.083333333333333,544.0,0.0,27.0,2.0,6.0,Yes,394-9984,No,,,No
